orden,codigo,nombre,categoria,descripcion,especificaciones,beneficios,presentacion,imagen,pdf
83,EQ048,Waterlink Spin Touch,equipos,Fotómetro digital avanzado para pruebas rápidas y precisas en agua dulce y salada. Utiliza discos prellenados (SpinDisk™) para ejecutar de 8 a 10 pruebas simultáneas en solo 2 minutos con menos de 3 ml de muestra.,"Características Principales
• Realiza hasta 10 pruebas simultáneas en 2 minutos
• Registro automático de fecha, hora y resultados
• Panel de monitoreo con alertas e historial por estanque
• Compatible con app WaterLink® (iOS y Android)
Datos Técnicos
• Muestra requerida: < 3 ml
• Tipo de disco: SpinDisk™ (descartable)
• Tipo de agua: Dulce y salada
• Visualización: Resultados en tiempo real","Ahorra tiempo con resultados rápidos y confiables
• Reduce errores humanos con reactivos premedidos
• Facilita el control y seguimiento de calidad del agua
• Mejora la toma de decisiones mediante historial y alertas",Equipo portátil con discos individuales. No requiere condiciones especiales de almacenamiento.,EQ048_WATERLINK_SPIN_TOUCH.PNG,EQ048_WATERLINK_SPIN_TOUCH.PDF
84,PB001,Hatchery Prime,probioticos,"Es un producto de biorremediación utilizado en los criaderos de acuicultura para mejorar la calidad del agua y reducir los patógenos que alteran las condiciones del ambiente, estimulando el crecimiento de microorganismos para degradar contaminantes.","INGREDIENTES ACTIVOS: CONCENTRACIÓN: 10% UFC

Ingredientes activos
Conteo de bacterias.	1,00 X 109 ufc/g
Bacillus amyloliquefaciens	1,00 X 10 9ufc/g
Bacillus licheniformis	1,00 X 109ufc/g
Bacillus polymyxa	1,00 X 109 ufc/g
Bacillus pumilus	2,00 X 109 ufc/g
Carrier.	90% Cloruro de sodio

ESPECIFICACIONES DEL PRODUCTO

Conteo de bacterias.	5,00 x 109 ufc/g
pH.	Neutro
Rango eficaz del pH .......................... 5,8 - 10,5
Tiempo de vida útil ............................ 5,8 - 10,5
Temperatura eficaz	.. 10 - 30°C","•	Disminuye amoníaco para mejorar la calidad del agua.
•	Inhíbe, suprime y excluye competitivamente las bacterias patógenas, incluido el Vibrio.
•	Contiene bacterias esporuladas no patógenas para garantizar altas concentraciones de bacterias vivas.
•	Se puede aplicar durante la preparación o con poblaciones de organismos (camarones o peces).
•	Actúa en agua dulce, salobre y salada.","PRESENTACIÓN Y ALMACENAMIENTO
Tachos de 3kg, tabletas de 3gr de color blanco-amarillento. Almacenar en un lugar fresco, seco, bien ventilado, no exponer a la luz solar y alejarlo de las paredes.
No requiere de Refrigeración.
No requiere condiciones especiales de transporte.
APLICACIÓN
Para uso en acuacultura, para mejorar la calidad del agua y reducir los patógenos. No apto para consumo humano.
Dosis recomendadas:",PB001_HATCHERY_PRIME.PNG,PB001_HATCHERY_PRIME.PDF
85,PB002,PondToss,probioticos,"PondToss son premezclas de bacterias de diferentes usos, las
cuales sirven para degradar desechos orgánicamente sano para el
cultivo de camarones o peces. Se compone de cepas de bacterias
liofilizadas, las cuales son microorganismos encargados de digerir
altas concentraciones de materia orgánica de una manera segura y
natural, red","INGREDIENTES ACTIVOS
Concentración: 4% UFC
Bacillus pumilus	4.95 x 108 cfu/g
Bacillus subtilis	7.70 x 108 cfu/g
Bacillus amyloliquefaciens	7.15 x 108 cfu/g
Bacillus licheniformis	2.20 x 108 cfu/g
Aminoácidos.	24,2%
Micronutrientes Trazas.	2,7%
Carrier.	Destilado de maiz.
ESPECIFICACIONES DEL PRODUCTO
Conteo de bacterias	6 x 10 
Aspecto	Granulado color canela
Olor	Levadura
pH.	Neutro
Rango eficaz del pH	5.8 a 10.5
Tiempo de vida útil	3 años
Rango eficaz de temperatura	10° a 38°C (50° a 100° F)
Actúa en agua dulce, salobre y salada.","•        Produce péptidos que ayudan a combatir a los patógenos negativos como vibrios.
•        Produce Bio-Floc como alimento proteinizado mientras controla los componentes del agua.
•        Coloniza el tracto digestivo de los organismos.
•        Mejora el crecimiento, supervivencia y conversión alimenticia en camarones y peces.
•        Reduce la demanda biológica de oxígeno (DBO).
•        Elimina sabores y olores desagradables.
•        Se puede aplicar durante la preparación de los estanques o durante el cultivo.","PRESENTACIÓN Y ALMACENAMIENTO
Presentación de 1 kilo en 4 fundas biodegradables de 250gr c/u. Almacenar en un lugar fresco, seco, bien ventilado, no exponer a la luz solar y alejarlo de las paredes. No requiere de Refrigeración. No requiere condiciones especiales de transporte.
APLICACIÓN
Laboratorio:
3gr./ton cada 6 - 8 horas.
Camaronera:
Dosis inicial: 1 kg./ha una vez por dos semanas. Mantenimiento: 0,5 kg./ha semana, durante el ciclo de engorde.
*Para eliminar el mal sabor del camarón: 1 kg/ha, dos días antes de cosecha.",PB002_PONDTOSS.PNG,PB002_PONDTOSS.PDF
86,PB003,Terminate,probioticos,"Terminate es una mezcla que contiene cuatro tipos de bacterias
liofilizadas de diferentes usos, las cuales sirven para mejorar la
salud del animal, y promover un medio sano para el cultivo de
camarones o peces. Contiene aminoácidos y minerales.","Aplicación para laboratorio:
En tanque de producción de larvas.
Puntas / retrolavado (100gr en una tonelada de agua). 
Cultivo de artemia (1gr en una tonelada de agua.) 
Camaronera:
En agua: 200 - 500gr / ha/ semana. 
En alimento: 
Mantenimiento: 4 - 6 g/kg de alimento. 
Tratamiento: 10g/kg de alimento.","•	Disminuye niveles de metabolitos tóxicos tales como amonio, nitrito y otros gases nocivos. 
•	Disuelve materia en descomposición, alimento no consumido y demás material orgánico precipitable. Reduce altas concentraciones de algas azul verdosas en los estanques evitando olores y sabores desagradables. 
•	Puede ser aplicado durante la preparación de la piscina o con poblaciones de organismos acuáticos. 
•	Sirve como biorremediador de aguas estancadas y actúa tanto en agua dulce como en agua salada. 
•	Coloniza el sistema digestivo del camarón, mejorando la absorción de nutrientes.
•	Protege al animal de bacterias patógenas, promoviendo el crecimiento y supervivencia del cultivo.","• Tachos de 1 kg en 4 fundas biodegradables de 250gr c/u. 
• Almacenar en un lugar fresco, seco, bien ventilado, no exponer a
la luz solar y alejarlo de las paredes.
• No requiere refrigeración.
• No requiere condiciones especiales de transporte.",PB003_TERMINATE.PNG,PB003_TERMINATE.PDF
87,PB004,Waste & Sludge Reducer™ (WSR),probioticos,Contiene cepas bacterianas probióticas que mejoran la calidad del suelo y agua. Contiene cuatro especies de Bacillus que usan múltiples modos de acción para disminuir desechos orgánicos. El producto contiene bacterias esporuladas para garantizar altas concentraciones de bacterias vivas.,"INGREDIENTES ACTIVOS
Bacterias genéricas:
Concentración: 6% UFC
Bacillus amyloliquefaciens...................................... 1.02 x 109  ufc/g
Bacillus licheniformis        5,10 X 108
Bacillus megaterium        5,10 X 108
Bacillus pumilus        5,10 X 108
Carrier        94% cloruro de sodio

ESPECIFICACIONES DEL PRODUCTO
Aspecto        Píldora azul pH        Neutro
Rango eficaz del pH        5,8 a 10,5
Tiempo de vida útil        3 años
Rango eficaz de temperatura        10° a 38°C (50° a 100° F)","•        Biorremediador de suelo, disminuye la materia orgánica.
•        Reduce los residuos orgánicos, las heces, los olores desagradables y los sólidos suspendidos.
•        Reducción de la demanda biológica de oxígeno (DBO) y mejoramiento del potencial redox (reducción y oxidación).
•        Reduce las concentraciones de amonio, nitrito, sulfuro de hidrógeno, hierro y otros gases nocivos.
•        Puede aplicarse durante la preparación o con poblaciones de organismos (camarones o peces).
•        Actúa en agua dulce, salobre y agua salada.
•        Sirve como biorremediador del canal de reservorio, canal de drenaje y aguas estancadas.","Tachos de 3kg, tabletas de 3gr de color azul.
Almacenar en un lugar fresco, seco, bien ventilado, no exponer a la luz solar y alejado de las paredes.
No requiere de Refrigeración.
No requiere condiciones especiales de transporte.
Seguro para el uso indicado, mantener fuera del alcance de los niños.
APLICACIÓN
Laboratorio:
3- 6gr/ton (1 - 2 pastillas)
Camaronera:
Canales de drenaje y reservorio aplicar 250gr cada 100m/semana.
Dosis: 0,25 - 1,00kg/ha/semana según el porcentaje de materia orgánica.",PB004_WASTE___SLUDGE_REDUCER_WSR.png,PB004_WASTE___SLUDGE_REDUCER_WSR.PDF
88,QU001,Ácido Fórmico,quimicos,"Ácido orgánico con propiedades acidificantes y antimicrobianas, ideal para el control de patógenos en agua de laboratorios y camaroneras. De uso frecuente en la desinfección general en sistemas de acuicultura, mejora la inmunidad de los camarones y contribuye a la reducción de enfermedades bacterianas.","Pureza del ácido fórmico: 85%
Apariencia: Líquido incoloro
Olor: Ligeramente irritante
Densidad: 1,218 g/cm³
Residuos de evaporación: 0.010
Impurezas (ppm):
Hierro: 3
Cromo: 1
Níquel: 1
Cloruro: 3
Dosis de aplicación:
Zoea - Mysis: 2–4 ppm
Postlarva: 10 ppm
Raceways: 20 ppm
Precría: 1 ml/kg de alimento
Engorde: 1.5–2 ml/kg de alimento","Elimina y controla patógenos como Vibrio spp., E. coli y Salmonella sp.

Mejora la calidad e inocuidad del camarón (P. vannamei)

Fortalece el sistema inmunológico del animal

Aumenta la tasa de supervivencia y reduce los costos de producción

Actúa como desinfectante de amplio espectro

Compatible con diferentes etapas del cultivo (larvas, precría y engorde)","Presentación: Tachos de 25 kg

Vida útil: 24 meses desde la fecha de fabricación

Condiciones de almacenamiento:

Mantener herméticamente cerrado

Guardar en lugar seco, ventilado, protegido del sol

Alejar de fuentes de fuego, chispas y alimentos",QU001_ACIDO_FORMICO.PNG,QU001_ACIDO_FORMICO.PDF
89,QU002,Ácido Húmico,quimicos,"El Ácido Húmico es un bioestimulante natural que mejora la calidad del agua en sistemas de cultivo acuático. Tiene efecto floculante y promueve la sedimentación de partículas, además de fortalecer el sistema inmunológico de camarones y peces. Se usa como clarificante del agua y como aditivo alimentario para aumentar la resistencia a enfermedades y mejorar el crecimiento.","Estado físico: Polvo sólido
Función principal: Floculante, inmunoestimulante, clarificador del agua, promotor del crecimiento
Aplicaciones: Laboratorios larvarios, precrías y camaroneras
Frecuencia de uso: Cada 48 horas en etapas iniciales, semanalmente en fases de cultivo
Dosis:
Laboratorio: 0.5–1 ppm en Mysis / 3 ppm en PL
Precría: 5 kg/ha cada 48 h
Camaroneras:
5 kg/ha al llenar piscina
5 kg/ha por semana durante 2 semanas
Luego, 5 kg/ha semana por medio","Reduce la eutrofización provocada por alimentos y fertilizantes acumulados.

Clarifica el agua floculando y sedimentando residuos flotantes.

Refuerza la inmunidad celular y humoral en camarones juveniles, reduciendo infecciones.

Mejora la salud de peces, acelerando la curación, reduciendo patógenos y promoviendo el crecimiento.

Reduce la turbidez y mejora la calidad del agua del cultivo.","Presentación: Sacos de 25 kg

Condiciones de almacenamiento:

Lugar seco, ventilado y protegido del sol

Mantener el producto herméticamente cerrado

Temperatura ambiente adecuada

Vida útil prolongada bajo buenas prácticas de almacenamiento",QU002_ACIDO_HUMICO.PNG,QU002_ACIDO_HUMICO.PDF
90,QU003,Ácido Nítrico,quimicos,"El Ácido Nítrico es un compuesto químico con propiedades desinfectantes y acidificantes, utilizado ampliamente en el mantenimiento de bioseguridad de cultivos acuáticos. Es altamente eficaz en la desinfección de tanques, equipos y superficies que han estado en contacto con materia orgánica, contribuyendo a evitar la contaminación cruzada.","Concentración: 68% de pureza
Uso principal: Desinfección de instalaciones, materiales y reducción del pH del agua
Dosis recomendadas:
Para acidificar agua: 1000 ppm (dejar actuar 12 horas y enjuagar)
Para desinfección de materiales: 100 ppm
Compatibilidad: Se debe agregar siempre el ácido al agua, nunca al revés
Nivel toxicológico: Alto
Precauciones:
Evitar contacto con combustibles y agentes corrosivos
Medir pH post-retrolavado para verificar eliminación completa
En caso de contacto con piel, lavar con abundante agua y jabón","Desinfección eficaz de tanques, tuberías, redes y utensilios de trabajo

Reducción de pH del agua para manejo de condiciones físicas del cultivo

Previene contaminaciones cruzadas, mejorando la bioseguridad

Mejora la efectividad de limpieza, actuando mejor sobre superficies libres de residuos orgánicos

Contribuye a un cultivo exitoso al mantener condiciones sanitarias adecuadas","Presentación: Envases de 35 kg

Vida útil: 24 meses desde la fecha de fabricación

Condiciones de almacenamiento:

Temperatura inferior a 25°C

Almacenar en lugar seco, fresco y alejado de fuentes de calor o productos incompatibles

Mantener bien cerrado y etiquetado",QU003_ACIDO_NITRICO.PNG,QU003_ACIDO_NITRICO.PDF
91,QU004,Cloro Granulado,quimicos,"Desinfectante de amplio espectro con un 70% de pureza, utilizado como parte de los programas de bioseguridad en laboratorios, criaderos, camaroneras y empacadoras. Su acción elimina eficazmente bacterias, virus y hongos en superficies, utensilios, tanques y sistemas de cultivo.","Forma: Granulado
Concentración activa: 70%
Aplicación: Disolución en agua para uso externo
Color: Blanco
Olor: Clorado
APLICACIÓN:
Laboratorios de larvas:
Usar una solución de 100 ppm para desinfección de tanques, pisos y tuberías.
Llenar los tanques, dejar actuar durante la noche, vaciar, enjuagar con agua y dejar secar completamente.
Camaroneras y otros usos:
20-50 gramos por laguna de 1 metro de diámetro.
Empacadoras:
Aplicar 400 ppm sobre el suelo como desinfectante.","Elimina eficazmente microorganismos patógenos.

Favorece programas de bioseguridad en centros de producción acuícola.

Previene brotes de enfermedades antes de la siembra de postlarvas.

Ideal para limpieza profunda de superficies, equipos y sistemas hidráulicos.","Presentación: Tanques de 45 kg

Almacenamiento:

Guardar en lugar seco y ventilado.

Mantener en su empaque original, alejado de la luz solar directa.

Evitar el contacto con materiales combustibles y fuentes de ignición.",QU004_CLORO_GRANULADO.PNG,QU004_CLORO_GRANULADO.PDF
92,QU005,Cloruro de Magnesio,quimicos,"El Cloruro de Magnesio es un suplemento mineral esencial de alta pureza utilizado en sistemas acuáticos, especialmente en cultivos de camarón. Su aplicación fortalece el metabolismo basal de los organismos acuáticos, favorece el desarrollo muscular y mejora la salud general de larvas y juveniles. 
Certificaciones: EDQM y CEP (Unión Europea)","Pureza: 46,5%
Origen: Israel / Holanda
Certificaciones:
EDQM: Dirección Europea para la Calidad de Medicamentos
CEP: Certificado de Conformidad con las normas farmacéuticas europeas
Aplicación recomendada:
Tanques de larvas y raceways: 2 g por tonelada de agua
En camaroneras (mezcla con alimento): 12 a 20 kg por tonelada de alimento","Mejora el metabolismo basal en organismos acuáticos

Fortalece el desarrollo de músculos y tejidos

Suple deficiencias minerales en el medio de cultivo

Favorece la salud y resistencia de camarones en todas las fases","Presentación:
Sacos de 25 kg
Frascos de 1 kg
Condiciones de almacenamiento:
Conservar en lugar seco, lejos de la luz solar
Cerrar herméticamente el envase una vez abierto
Utilizar pallets y mantener etiquetado para evitar contaminación cruzada",QU005_CLORURO_DE_MAGNESIO.PNG,QU005_CLORURO_DE_MAGNESIO.PDF
93,QU006,Cloruro de Potasio,quimicos,"El Cloruro de Potasio es un suplemento mineral altamente puro y esencial para el cultivo de camarón, especialmente en sistemas de baja salinidad. El potasio es fundamental para mantener el equilibrio electroquímico del camarón, ya que se pierde en cada muda y debe ser repuesto para garantizar una buena salud, crecimiento y supervivencia.","Pureza: 98%
Origen: Israel
Certificaciones:
EDQM: European Directorate for the Quality of Medicines
CEP: Certificate of Suitability to the monographs of the European Pharmacopoeia
Aplicación recomendada:
Tanques de larvas y/o raceways: 0.5 ppm
En camaroneras (mezclado con alimento): 3 a 5 g por kg de alimento","Suple deficiencias de potasio en aguas de baja salinidad

Mejora la supervivencia, el crecimiento y la salud general del camarón

Ayuda a mantener el equilibrio osmótico y electroquímico

Fundamental para una recuperación rápida tras las mudas frecuentes

Soporta sistemas de cultivo intensivo con altas densidades","Presentación:
Sacos de 25 kg
Frascos de 1 kg
Condiciones de almacenamiento:
Conservar en lugar seco, fresco y protegido de la luz
Mantener en su empaque original sellado
Una vez abierto, usar bajo normas de Buenas Prácticas de Manufactura (BPM)",QU006_CLORURO_DE_POTASIO.PNG,QU006_CLORURO_DE_POTASIO.PDF
94,QU007,EDTA (4Na),quimicos,"EDTA (ácido etilendiaminotetraacético tetrasódico) es un potente agente quelante utilizado ampliamente en acuicultura para eliminar metales pesados del agua como hierro, cobre y magnesio. Su alta estabilidad, solubilidad en agua y eficacia lo convierten en un componente esencial para mejorar la calidad del medio acuático en todas las etapas del cultivo de camarón.","Apariencia: Polvo blanco cristalino
Olor: Sin olor
Solubilidad: Soluble en agua
Densidad: 0.71 g/cm³
pH (solución acuosa): 10.5 – 11.5
Quelato: Mínimo 220 mg/g
Pureza: 99%
Cloro: 0.001%
Sulfato: 0.01%
Metales pesados: 0.001%
Solución al 1%: Transparente
Peso molecular: 452.2 g/mol
Fórmula química: C₁₀H₁₂N₂Na₄O₈·4H₂O","Elimina metales pesados del agua como hierro, magnesio y cobre

Mejora la calidad del agua para el cultivo de camarones y otras especies acuáticas

Previene toxicidades que afectan la inmunidad y el crecimiento larval

Potencia la maduración y sobrevivencia en todas las etapas del cultivo

Producto altamente soluble y estable

Apto para procesos de maduración, larvicultura y transporte de larvas

Compatible con protocolos de bioseguridad y sostenibilidad","Maduración:
Tanques de desove: 5 – 10 ppm
Reservorios de desove y agua para nauplios: 2 – 5 ppm
Larvicultura:
Siembra, Zoea 2, Mysis 1 y Mysis 3: 10 ppm
Transporte de larvas:
10 ppm
PRESENTACIÓN Y ALMACENAMIENTO:
Presentación: Sacos de 25 kg
Almacenamiento:
Lugar seco y ventilado
Proteger de la luz solar
No necesita refrigeración si se mantiene en su empaque original
Vida útil: 24 meses",QU007_EDTA_4NA.PNG,QU007_EDTA_4NA.PDF
95,QU008,Formaldehído (Formol),quimicos,"El formaldehído, conocido en solución acuosa como formol, es un desinfectante y antiparasitario de amplio espectro utilizado en la acuicultura. Es eficaz en el tratamiento de infecciones bacterianas, fúngicas y parasitarias, además de ser utilizado para la desinfección de instalaciones, huevos, alevines y equipos. Su capacidad para eliminar organismos patógenos garantiza ambientes acuáticos más saludables y seguros.","Pureza: 37%
Solubilidad: Totalmente soluble en agua
Presentación física: Líquido transparente, con olor penetrante
Dosis y aplicaciones típicas:
Control de parásitos
Desinfección de huevos y alevines
Tratamiento de enfermedades bacterianas
Control de algas y microorganismos
Acondicionamiento del agua
Nivel toxicológico: Tóxico
Uso seguro bajo indicaciones del fabricante
Mantener alejado de niños y fuentes de calor
Usar equipo de protección personal al manipular","Acción rápida y efectiva contra bacterias, hongos, algas y parásitos

Excelente para la prevención y control de infecciones en peces y huevos

Ayuda a proteger la salud de los alevines y poblaciones acuáticas en general

Puede usarse para limpiar y desinfectar sistemas y equipos de cultivo

Su solubilidad en agua permite una distribución uniforme en estanques y tanques

Reduce significativamente el riesgo de brotes de enfermedades","Presentación: Envases de 35 kg

Vida útil: 24 meses a partir de la fecha de fabricación

Condiciones de almacenamiento:

Lugar fresco y seco (<25°C)

Envase herméticamente cerrado

Lejos de fuentes de calor, chispas y de alimentos o bebidas",QU008_FORMALDEHÍDO_FORMOL.png,QU008_FORMALDEHÍDO_FORMOL.PDF
96,QU009,Metasilicato de Sodio,quimicos,"El Metasilicato de Sodio es un fertilizante microgranulado soluble utilizado en cultivos acuáticos, especialmente en laboratorios y camaroneras, para estimular la producción de algas diatomeas que sirven como fuente de alimento natural para larvas y postlarvas de camarón.","Pureza: 57.7%
Formato: Microgranulado soluble
Aplicación técnica:
Laboratorios: Se emplea en cultivos de diatomeas bajo el método Guillard, integrándose a la Solución Madre:
NaNO₃ 75 g/L dH₂O → 1 mL
NaH₂PO₄·H₂O 5 g/L dH₂O → 1 mL
Na₂SiO₃·9H₂O 30 g/L dH₂O → 1 mL
Solución de metales traza → 1 mL
Solución vitamínica → 0.5 mL
Solución de Metales Traza (dH₂O):
FeCl₃·6H₂O – 3.15 g
Na₂EDTA·2H₂O – 4.36 g
CuSO₄·5H₂O – 9.8 g/L
Na₂MoO₄·2H₂O – 6.3 g/L
ZnSO₄·7H₂O – 22.0 g/L
CoCl₂·6H₂O – 10.0 g/L
MnCl₂·4H₂O – 180.0 g/L
Camaroneras:
Dosis inicial: 10 kg/ha
Dosis de mantenimiento: 1.5 kg/ha","Aporta silicio al medio acuático, fomentando floraciones de diatomeas (microalgas ricas en nutrientes).

Estimula la producción de alimento natural para camarones en etapa larvaria y postlarvaria.

Mejora la calidad del agua y del ambiente microbiano en los sistemas de cultivo.

Compatible con protocolos estándar como el método Guillard en laboratorios de cultivo.","Presentación:
Sacos de 25 kg
Frascos de 1 kg
Vida útil: 24 meses desde la fecha de fabricación
Condiciones de almacenamiento:
Temperatura inferior a 25°C
Lugar fresco, seco y protegido de la luz directa",QU009_METASILICATO_DE_SODIO.PNG,QU009_METASILICATO_DE_SODIO.PDF
97,QU010,Nitrato de Sodio,quimicos,"El Nitrato de Sodio es un fertilizante de alta pureza utilizado en cultivos acuáticos, especialmente en camaroneras, para fomentar la proliferación del fitoplancton y zooplancton, elementos clave en la cadena alimentaria de camarones y peces. Su aplicación mejora la calidad del ecosistema acuático y promueve un ambiente favorable para el desarrollo larval.","Pureza: 99.3%
Tipo: Fertilizante nitrogenado
Aplicación técnica:
En camaroneras:
Relación recomendada N:P = 20:1 para promover floraciones óptimas de diatomeas.
Dosis sugerida: 20 kg/ha","Fomenta la producción de fitoplancton y zooplancton, alimentos naturales esenciales en las etapas iniciales del cultivo de camarón y peces.

El fitoplancton libera oxígeno durante el día, equilibrando el consumo por parte de bacterias, materia orgánica y otros organismos.

Reduce la penetración de luz solar en el fondo del estanque, limitando el crecimiento de macrofitas indeseadas.

Mejora la calidad del agua y el ambiente microbiano en estanques de cultivo.","Presentación:
Sacos de 25 kg
Vida útil: 24 meses desde la fecha de fabricación
Condiciones de almacenamiento:
Lugar fresco, seco, a temperatura inferior a 25°C
Mantener el producto cerrado en su empaque original
Evitar el contacto con fuentes de calor o fuego (en caso de incendio, usar solo agua)",QU010_NITRATO_DE_SODIO.PNG,QU010_NITRATO_DE_SODIO.PDF
98,QU011,Nitrato Sódico Potásico,quimicos,"El Nitrato Sódico Potásico es un fertilizante natural especialmente formulado para mantener el equilibrio iónico en sistemas acuáticos. Aporta nitrógeno y potasio, elementos esenciales que mejoran el crecimiento, reducen el estrés fisiológico y fomentan el desarrollo del fitoplancton, fuente de alimento natural para camarones.","Índice NPK: 15-00-02

Contenido de Nitrógeno (N): 15%

Contenido de Potasio como K₂O: 2%

Densidad aparente: 1.1 Ton/m³

Ángulo de reposo: 28˚

pH (10% en solución acuosa): Neutro

Solubilidad en agua (20°C): 85 kg por cada 100 L

Apariencia: Cristales blancos e inodoros","Evita desbalances iónicos al aportar potasio (K⁺), estabilizando el pH del sistema.

Reduce la formación de fosfatos de calcio, que secuestran iones vitales como K y Mg.

Promueve el crecimiento saludable de los camarones.

Disminuye estrés, calambres musculares y mortalidades masivas.

Incrementa la producción de microalgas, esenciales como alimento natural.

Mejora el entorno acuático durante los períodos de muda.","Presentación: Sacos de 25 kg
Vida útil: 24 meses desde la fecha de fabricación
Condiciones de almacenamiento:
Lugar seco, fresco, a temperatura inferior a 25°C
Mantener en empaque original, bien cerrado
Proteger de la humedad y exposición solar
APLICACIÓN:
Camaroneras:
Aplicar en relación N:P = 20:1 para floraciones de diatomeas
Dosis recomendada: 20 kg por hectárea",QU011_NITRATO_SODICO_POTASICO.PNG,QU011_NITRATO_SODICO_POTASICO.PDF
99,QU012,Orthotolidine (OTO),quimicos,"Reactivo líquido utilizado para la determinación cualitativa y semicuantitativa de cloro en el agua de piscinas, tanques y reservorios, mediante un cambio de color fácil de interpretar. Ideal para aplicaciones en laboratorios de acuicultura y sistemas de tratamiento de agua.","Nombre químico: N,N-Dietil-P-Fenilendiamina
Apariencia: Líquido incoloro a blanco
Solubilidad: Soluble en agua
Reacción colorimétrica:
0.0 mg/l cloro: Transparente, sin color
0.3 mg/l cloro: Amarillo muy pálido
3.0 mg/l cloro: Amarillo intenso
APLICACIÓN:
Llenar un tubo de ensayo con 10 ml de agua a analizar.
Añadir 4 gotas de OTO (Orthotolidine).
Tapar y agitar suavemente para mezclar.
Comparar el color obtenido con los estándares de color del comparador bajo luz natural.","Método rápido y simple para verificar presencia y concentración de cloro

Útil para asegurar niveles seguros de cloro en sistemas de acuicultura

Ideal para uso en laboratorios, criaderos y centros de cultivo acuático

No requiere instrumentación especializada","Presentación: Frascos de 240 ml

Condiciones de almacenamiento:

Mantener en lugar seco, fresco y ventilado

Proteger de la luz solar directa

Mantener alejado del alcance de niños y agentes corrosivos",QU012_ORTHOTOLIDINE_OTO.PNG,QU012_ORTHOTOLIDINE_OTO.PDF
100,QU013,Percarbonato de Sodio,quimicos,"El Percarbonato de Sodio es un compuesto con propiedades desinfectantes, oxigenantes y antiparasitarias, utilizado en sistemas acuáticos como laboratorios de larvas y camaroneras. Su acción se basa en la liberación gradual de oxígeno, permitiendo el control de bacterias, algas y materia orgánica en el sedimento.","Pureza: 98%
Origen: China
Certificaciones:
EDQM: Dirección Europea para la Calidad de Medicamentos
CEP: Certificado de Conformidad con Farmacopeas Europeas
Aplicación recomendada:
Laboratorio de larvas: 2–3 ppm por la noche (a partir del estadio Mysis)
Camaroneras: 10–15 kg/ha
Control de algas: 2.5 ppm","Controla algas no deseadas

Efecto antiparasitario y desinfectante

Libera oxígeno de forma paulatina, mejorando la calidad del agua

Reduce bacterias y materia orgánica en el sedimento

Apto para agua dulce, salobre y salada","Presentación:
Sacos de 25 kg
Condiciones de almacenamiento:
Lugar fresco y seco, alejado de la luz directa del sol
Lejos de combustibles y agentes corrosivos
Mantener en su empaque original, bien sellado
No apto para consumo humano",QU013_PERCARBONATO_DE_SODIO.PNG,QU013_PERCARBONATO_DE_SODIO.PDF
101,QU014,Peróxido de Hidrógeno,quimicos,"El Peróxido de Hidrógeno (H₂O₂) es un potente agente oxidante y desinfectante utilizado en cultivos acuáticos para el control de bacterias anaeróbicas, hongos, mohos y materia orgánica. Libera oxígeno activo, mejorando los niveles de oxígeno disuelto en el agua y reduciendo la carga microbiana en ambientes de cultivo como camaroneras y laboratorios.","Pureza: 50%
Origen: Corea del Sur
Certificaciones:
EDQM: European Directorate for the Quality of Medicines
CEP: Certificate of Suitability to the monographs of the European Pharmacopoeia
Aplicación recomendada:
Incrementar oxígeno disuelto (DO):
Para 3.0 ppm DO → 8 L/ha
Para 2.5 ppm DO → 10 L/ha
Para 2.0 ppm DO → 12 L/ha
Como desinfectante (tanques/tuberías): 100 ppm
Monitorear niveles de oxígeno cada hora tras su aplicación","Mejora inmediata de oxígeno disuelto (DO)

Oxida la materia orgánica acumulada en el sistema

Destruye bacterias, hongos, mohos y agentes patógenos

Reduce riesgos de enfermedades en el cultivo

Ideal para sistemas de alta densidad y zonas con problemas de oxigenación","Presentación:
Canecas de 30 kg y 35 kg
Condiciones de almacenamiento:
Vida útil: 24 meses desde su fabricación
Almacenar en un lugar fresco y ventilado
Mantener alejado de combustibles, calor y materiales corrosivos
Uso exclusivo profesional – No apto para consumo humano",QU014_PEROXIDO_DE_HIDROGENO.PNG,QU014_PEROXIDO_DE_HIDROGENO.PDF
