ID,Numero,Codigo_Producto,Nombre,Categoria,Subcategoria,Slug,Imagen,PDF_Ficha,Descripcion_Corta,Descripcion_Larga,Marca,Disponibilidad,Destacado,Tags,Beneficios,Presentacion,Especificaciones,Palabras_Clave,Fecha_Actualizacion
"73","73","EQ020","CHEMETRICS KIT DE AMONIO","equipos","Kits de Análisis","chemetrics-kit-amonio","/assets/images/productos/equipos/EQ020.png","/assets/pdfs/productos/equipos/EQ020_CHEMETRICS_KIT_DE_AMONIO_ficha.pdf","Kit CHEMETRICS para medición de amonio por nesslerización directa.","Kit de análisis especializado para la medición de amonio (NH4+/NH3) en sistemas acuícolas utilizando el método de nesslerización directa. El amonio es altamente tóxico para los organismos aquáticos y requiere monitoreo constante.","CHEMETRICS","InStock","false","equipos; kits_analisis; chemetrics; acuicultura; prilabsa","Detección precisa de amonio altamente tóxico; Método de nesslerización directa confiable; Prevención de mortalidades por intoxicación; Control crítico del ciclo del nitrógeno; Monitoreo esencial para la salud de los cultivos","Kit especializado para nesslerización; Reactivos para análisis colorimétrico; Método directo sin destilación; Resultados rápidos y precisos","Método: Nesslerización directa; Componente medido: Amonio (NH4+/NH3); Tipo de análisis: Colorimétrico; Aplicación: Monitoreo de toxicidad","chemetrics; kits_analisis; acuicultura; equipos; prilabsa; amonio; nesslerizacion; toxicidad","2025-07-19T17:20:19.963901"
"74","74","EQ021","CHEMETRICS KIT DE FOSFATO","equipos","Kits de Análisis","chemetrics-kit-fosfato","/assets/images/productos/equipos/EQ021.png","/assets/pdfs/productos/equipos/EQ021_CHEMETRICS_KIT_DE_FOSFATO_ficha.pdf","Kit CHEMETRICS para medición de fosfatos en sistemas acuícolas.","Kit de análisis especializado para la medición de fosfatos (PO4-3) en sistemas acuícolas. Los fosfatos son nutrientes esenciales que en exceso pueden causar eutrofización y deterioro de la calidad del agua.","CHEMETRICS","InStock","false","equipos; kits_analisis; chemetrics; acuicultura; prilabsa","Control de fosfatos para prevenir eutrofización; Monitoreo de nutrientes esenciales; Prevención de floración algal excesiva; Mantenimiento del equilibrio nutricional; Optimización de la calidad del agua","Kit con doble rango de sensibilidad; 0-0.1 ppm para análisis de precisión; 0-1 ppm para monitoreo general; Método colorimétrico estándar","Rango de medición: 0-0.1 & 0-1 ppm; Método: Colorimétrico; Componente medido: Fosfato (PO4-3); Aplicación: Control de eutrofización","chemetrics; kits_analisis; acuicultura; equipos; prilabsa; fosfato; eutrofizacion; nutrientes","2025-07-19T17:20:19.968421"
"75","75","EQ022","CHEMETRICS KIT DE SULFITO","equipos","Kits de Análisis","chemetrics-kit-sulfito","/assets/images/productos/equipos/EQ022.png","/assets/pdfs/productos/equipos/EQ022_CHEMETRICS_KIT_DE_SULFITO_ficha.pdf","Kit CHEMETRICS para medición de sulfitos en sistemas aquáticos.","Kit de análisis especializado para la medición de sulfitos (SO3-2) en sistemas acuícolas. Los sulfitos se utilizan como agentes reductores en ciertos tratamientos y su concentración debe monitorearse adecuadamente.","CHEMETRICS","InStock","false","equipos; kits_analisis; chemetrics; acuicultura; prilabsa","Monitoreo de sulfitos como agentes reductores; Control de concentraciones en tratamientos; Verificación de eficacia de aplicaciones; Prevención de sobredosificación; Optimización de procesos de tratamiento","Kit con sensibilidad dual; Rango bajo 0-0.1 ppm; Rango alto 0-1 ppm; Método colorimétrico preciso","Rango de medición: 0-0.1 & 0-1 ppm; Método: Colorimétrico; Componente medido: Sulfito (SO3-2); Aplicación: Control de agentes reductores","chemetrics; kits_analisis; acuicultura; equipos; prilabsa; sulfito; agentes_reductores; tratamientos","2025-07-19T17:20:19.972945"
"76","76","EQ023","CHEMETRICS KIT DE DUREZA","equipos","Kits de Análisis","chemetrics-kit-dureza","/assets/images/productos/equipos/EQ023.png","/assets/pdfs/productos/equipos/EQ023_CHEMETRICS_KIT_DE_DUREZA_ficha.pdf","Kit CHEMETRICS para medición de dureza total del agua.","Kit de análisis especializado para la medición de dureza total del agua en sistemas acuícolas. La dureza, causada principalmente por iones de calcio y magnesio, es un parámetro fundamental para la salud de los organismos acuáticos.","CHEMETRICS","InStock","false","equipos; kits_analisis; chemetrics; acuicultura; prilabsa","Control de dureza para salud de organismos; Monitoreo de iones calcio y magnesio; Evaluación de calidad físico-química; Optimización de condiciones de cultivo; Prevención de problemas de crecimiento","Kit de titulación colorimétrica; Doble rango de medición; 20-200 ppm para aguas blandas; 10-1000 ppm para aguas duras","Rango de medición: 20-200 / 10-1000 ppm; Método: Titulación colorimétrica; Componente medido: Dureza total (CaCO3); Iones principales: Calcio y Magnesio","chemetrics; kits_analisis; acuicultura; equipos; prilabsa; dureza; calcio; magnesio","2025-07-19T17:20:19.977461"
"77","77","EQ024","CHEMETRICS KIT DE ALCALINIDAD TOTAL","equipos","Kits de Análisis","chemetrics-kit-alcalinidad-total","/assets/images/productos/equipos/EQ024.png","/assets/pdfs/productos/equipos/EQ024_CHEMETRICS_KIT_DE_ALCALINIDAD_TOTAL_ficha.pdf","Kit CHEMETRICS para medición de alcalinidad total del agua.","Kit de análisis especializado para la medición de alcalinidad total mediante valoración con ácido clorhídrico. La alcalinidad es fundamental para mantener la estabilidad del pH y la capacidad buffer del sistema acuático.","CHEMETRICS","InStock","false","equipos; kits_analisis; chemetrics; acuicultura; prilabsa","Control de alcalinidad para estabilidad de pH; Evaluación de capacidad buffer del agua; Prevención de fluctuaciones de pH; Optimización de condiciones químicas; Mantenimiento del equilibrio ácido-base","Kit de valoración ácido-base; Incluye ácido clorhídrico valorante; Indicador colorimétrico; Método de titulación estándar","Método: Valoración con ácido clorhídrico; Valorante: Ácido clorhídrico (HCl); Componente medido: Alcalinidad total; Aplicación: Control de capacidad buffer","chemetrics; kits_analisis; acuicultura; equipos; prilabsa; alcalinidad; ph; buffer","2025-07-19T17:20:19.981983"
"78","78","EQ025","CHEMETRICS KIT DE DIÓXIDO DE CARBONO","equipos","Kits de Análisis","chemetrics-kit-dioxido-carbono","/assets/images/productos/equipos/EQ025.png","/assets/pdfs/productos/equipos/EQ025_CHEMETRICS_KIT_DE_DIOXIDO_DE_CARBONO_ficha.pdf","Kit CHEMETRICS para medición de CO2 libre en agua.","Kit de análisis especializado para la medición de dióxido de carbono libre (CO2) en sistemas acuícolas. El CO2 disuelto es crítico para el equilibrio ácido-base, la respiración de los organismos y la fotosntesis algal.","CHEMETRICS","InStock","false","equipos; kits_analisis; chemetrics; acuicultura; prilabsa","Control de CO2 para equilibrio ácido-base; Monitoreo de gases disueltos críticos; Evaluación de condiciones respiratorias; Control de fotosntesis algal; Optimización del ambiente acuático","Kit colorimétrico para CO2 libre; Rango amplio 10-1000 ppm; Reactivos para análisis rápido; Método confiable y preciso","Rango de medición: 10-1000 ppm; Método: Colorimétrico; Componente medido: Dióxido de carbono libre (CO2); Aplicación: Control de gases disueltos","chemetrics; kits_analisis; acuicultura; equipos; prilabsa; co2; dioxido_carbono; gases_disueltos","2025-07-19T17:20:19.986501"
"79","79","EQ026","KITS API NITRATO","equipos","Kits de Análisis","kits-api-nitrato","/assets/images/productos/equipos/EQ026.png","/assets/pdfs/productos/equipos/EQ026_KITS_API_NITRATO_ficha.pdf","Kit API para medición de nitratos en sistemas aquáticos.","Kit de análisis API especializado para la medición rápida y precisa de nitratos (NO3-) en sistemas acuícolas. Los nitratos representan la etapa final del ciclo del nitrógeno y su acumulación debe monitorearse para mantener la calidad del agua.","API","InStock","false","equipos; kits_analisis; api; acuicultura; prilabsa","Medición rápida y fácil de nitratos; Control del ciclo del nitrógeno; Ideal para acuarios y acuicultura; Resultados confiables y precisos; Monitoreo de calidad del agua","Kit completo marca API; Método colorimétrico rápido; Incluye reactivos y manual; Fácil de usar para aficionados y profesionales","Marca: API; Componente medido: Nitrato (NO3-); Método: Colorimétrico rápido; Aplicación: Acuarios y acuicultura","api; kits_analisis; acuicultura; equipos; prilabsa; nitrato; ciclo_nitrogeno; acuarios","2025-07-19T17:20:19.991021"
"80","80","EQ027","KITS API NITRITO","equipos","Kits de Análisis","kits-api-nitrito","/assets/images/productos/equipos/EQ027.png","/assets/pdfs/productos/equipos/EQ027_KITS_API_NITRITO_ficha.pdf","Kit API para detección rápida de nitritos tóxicos.","Kit de análisis API especializado para la detección rápida de nitritos (NO2-) en sistemas acuícolas. Los nitritos son altamente tóxicos para los peces y organismos aquáticos, haciendo esencial su monitoreo constante.","API","InStock","false","equipos; kits_analisis; api; acuicultura; prilabsa","Detección rápida de nitritos tóxicos; Prevención de intoxicación en peces; Monitoreo crítico del ciclo del nitrógeno; Fácil uso para principiantes; Resultados inmediatos y confiables","Kit marca API reconocida; Test colorimétrico instantáneo; Incluye soluciones reactivas; Manual de uso detallado","Marca: API; Componente medido: Nitrito (NO2-); Método: Colorimétrico rápido; Toxicidad: Alta para organismos aquáticos","api; kits_analisis; acuicultura; equipos; prilabsa; nitrito; toxicidad; ciclo_nitrogeno","2025-07-19T17:20:19.995541"
"81","81","EQ028","KITS API FOSFATO","equipos","Kits de Análisis","kits-api-fosfato","/assets/images/productos/equipos/EQ028.png","/assets/pdfs/productos/equipos/EQ028_KITS_API_FOSFATO_ficha.pdf","Kit API para control de fosfatos y prevención de algas.","Kit de análisis API especializado para la medición de fosfatos (PO4-3) en sistemas acuícolas. Los fosfatos son nutrientes que en exceso pueden causar floración algal indeseable y problemas de eutrofización.","API","InStock","false","equipos; kits_analisis; api; acuicultura; prilabsa","Control de fosfatos para prevenir algas; Prevención de eutrofización; Mantenimiento del equilibrio nutricional; Mejora de la claridad del agua; Fácil monitoreo de nutrientes","Kit API de fácil uso; Test colorimétrico de fosfatos; Prevención de problemas algales; Incluye carta de colores comparativa","Marca: API; Componente medido: Fosfato (PO4-3); Método: Colorimétrico; Prevención: Floración algal y eutrofización","api; kits_analisis; acuicultura; equipos; prilabsa; fosfato; algas; eutrofizacion","2025-07-19T17:20:20.000063"
"82","82","EQ029","KITS API AMONIO","equipos","Kits de Análisis","kits-api-amonio","/assets/images/productos/equipos/EQ029.png","/assets/pdfs/productos/equipos/EQ029_KITS_API_AMONIO_ficha.pdf","Kit API para detección crítica de amonio tóxico.","Kit de análisis API especializado para la detección de amonio (NH4+/NH3) en sistemas acuícolas. El amonio es uno de los compuestos más tóxicos para los peces y debe monitorearse constantemente para prevenir mortalidades.","API","InStock","false","equipos; kits_analisis; api; acuicultura; prilabsa","Detección crítica de amonio altamente tóxico; Prevención de mortalidades masivas; Monitoreo esencial del ciclo del nitrógeno; Alerta temprana de problemas de filtración; Protección vital de los organismos","Kit API de emergencia; Test ultra sensible para amonio; Resultados inmediatos críticos; Esencial en todo sistema acuático","Marca: API; Componente medido: Amonio (NH4+/NH3); Toxicidad: Extremadamente alta; Método: Colorimétrico rápido","api; kits_analisis; acuicultura; equipos; prilabsa; amonio; toxicidad; mortalidad","2025-07-19T17:20:20.004581"
"83","83","EQ030","KITS API CALCIO","equipos","Kits de Análisis","kits-api-calcio","/assets/images/productos/equipos/EQ030.png","/assets/pdfs/productos/equipos/EQ030_KITS_API_CALCIO_ficha.pdf","Kit API para monitoreo de calcio esencial.","Kit de análisis API especializado para la medición de calcio (Ca+2) en sistemas acuícolas. El calcio es un mineral esencial para el desarrollo de esqueletos, caparazones y funciones metabólicas de los organismos aquáticos.","API","InStock","false","equipos; kits_analisis; api; acuicultura; prilabsa","Monitoreo de calcio para desarrollo esqueletal; Control de minerales esenciales; Optimización del crecimiento de organismos; Evaluación de calidad mineral del agua; Soporte para funciones metabólicas","Kit API especializado en calcio; Test colorimétrico preciso; Control de minerales esenciales; Fácil interpretación de resultados","Marca: API; Componente medido: Calcio (Ca+2); Importancia: Mineral esencial; Aplicaciones: Desarrollo esqueletal y metabólico","api; kits_analisis; acuicultura; equipos; prilabsa; calcio; mineral; esqueleto","2025-07-19T17:20:20.009103"
"84","84","EQ031","BALANZAS OHAUS","equipos","Balanzas","balanzas-ohaus","/assets/images/productos/equipos/EQ031.png","/assets/pdfs/productos/equipos/EQ031_BALANZAS_OHAUS_ficha.pdf","Balanzas OHAUS de diferentes dimensiones y capacidades bajo pedido.","Balanzas OHAUS de diferentes dimensiones y capacidades bajo pedido. Equipadas con pantalla LCD de alto contraste que indica claramente datos de peso y aplicaciones, así como indicadores de estabilidad, condiciones de sobrecarga y estado de las baterías.","PRILABSA","InStock","false","equipos; acuicultura; prilabsa; balanzas","Precisión en mediciones de peso; Pantalla clara con múltiples indicadores; Construcción robusta con acero inoxidable; Múltiples opciones de conectividad","Balanza Scout Pro 400 x 0.1 g; Balanza Scout Pro 600 x 0.1 g; Balanza Scout Pro 2000 x 0.1 g; Balanza Scout Pro 1200 x 0.1 g; Balanza Triple Brazo con Dial","Pantalla: LCD de alto contraste con indicadores de estabilidad; Operación: Botones para fácil operación; Platillo: Redondo o cuadrado de acero inoxidable; Gancho: Integrado para pesar por debajo de la balanza; Conectividad: USB o RS232 opcionales; Seguridad: Soporte de seguridad integral; Energía: Apagado automático","camarones; balanzas; acuicultura; equipos; prilabsa","2025-07-19T17:20:19.853317"
"85","85","EQ010","SALINÓMETRO -11","equipos","General","salinometro-11","/assets/images/productos/equipos/EQ010.png","/assets/pdfs/productos/equipos/EQ010_SALINOMETRO_-11_ficha.pdf","Salinómetro portátil de alta precisión con sensor plano.","Salinómetro portátil de alta precisión con sensor plano, ideal para mediciones rápidas y confiables de salinidad en agua de mar, soluciones nutritivas y muestras de laboratorio o campo. Diseñado con materiales resistentes, pantalla retroiluminada y tecnología de medición con electrodos bipolares, este equipo requiere solo una pequeña cantidad de muestra y ofrece lecturas claras, estables y automáticas.","PRILABSA","InStock","false","salinómetro; medición; portátil; precisión; campo; laboratorio","Ideal para mediciones rápidas y precisas con muy poco volumen de muestra; Apto para condiciones de campo exigentes gracias a su resistencia al agua, polvo y golpes; Calibración y operación sencillas, incluso para personal no técnico; Alta portabilidad, ideal para monitoreo directo de salinidad en acuicultura, alimentos, aguas residuales y más","Soluciones de calibración a 0.5% y 5.0% (14 ml c/u); Solución de tratamiento de electrodo (4 ml); 2 baterías CR2032; Pipeta; Manual de instrucciones; Estuche portátil","Protección: IP67 (agua y polvo); Pantalla: LCD monocromática con retroiluminación; Dimensiones: 164 × 29 × 20 mm; Peso: Aprox. 50 g (incluyendo baterías); Alimentación: 2 baterías CR2032; Autonomía: Aprox. 400 horas de uso continuo","salinómetro; medidor salinidad; portátil; alta precisión; IP67; acuicultura; laboratorio; PRILABSA","2025-07-19T17:20:19.876781"
"86","86","EQ011","SALINÓMETRO VEE GEE STX-3","equipos","General","salinometro-vee-gee-stx3","/assets/images/productos/equipos/EQ011.png","/assets/pdfs/productos/equipos/EQ011_SALINOMETRO_VEE_GEE_STX-3_ficha.pdf","Refractómetro manual de alta precisión para medición de salinidad.","Refractómetro manual de alta precisión diseñado para medir la concentración de sal (ppt) y la gravedad específica (GE) en agua de mar. Fabricado con materiales resistentes y equipado con compensación automática de temperatura (ATC), ofrece lecturas estables y exactas sin necesidad de alimentación eléctrica. Ideal para aplicaciones en acuicultura, laboratorios, industria alimentaria y campo.","PRILABSA","InStock","false","refractómetro; salinidad; precisión; portátil; manual; ATC","Precisión inmediata sin necesidad de energía eléctrica; Alta durabilidad y portabilidad para uso en campo o laboratorio; Medición estable gracias a su diseño ergonómico y protección térmica; Ideal para monitoreo de salinidad en acuicultura, acuarios marinos, alimentos y más","Equipo portátil; No requiere condiciones especiales de almacenamiento; Sin necesidad de alimentación eléctrica; Incluye estuche de transporte","Rango Salinidad: 0 a 100 ppt (partes por mil); Gravedad Específica: 1.000 a 1.070; Compensación Temperatura: Automática (ATC); Material: Prisma de vidrio óptico en carcasa metálica; Dimensiones: 40 × 40 × 185 mm; Diseño: Tipo telescopio aerodinámico con empuñadura de goma","refractómetro; salinómetro; VEE GEE STX-3; alta precisión; ATC; acuicultura; gravedad específica; PRILABSA","2025-07-19T17:20:19.883547"
"87","87","EQ012","TERMÓMETRO","equipos","General","termometro","/assets/images/productos/equipos/EQ012.png","/assets/pdfs/productos/equipos/EQ012_TERMOMETRO_ficha.pdf","Termómetro de vidrio amarillo para medición precisa de temperatura.","Termómetro de vidrio color amarillo diseñado para medición precisa de temperatura en aplicaciones de acuicultura y laboratorio. Fabricado en vidrio resistente con dimensiones compactas de 150 x 30 x 2mm.","PRILABSA","InStock","false","equipos; acuicultura; prilabsa; general","Medición precisa de temperatura; Diseño compacto y manejable; Material resistente de vidrio; Ideal para aplicaciones de acuicultura","Termómetro individual de vidrio amarillo; Embalaje protectivo para transporte","Color: Amarillo; Material: Vidrio; Tamaño: 150 x 30 x 2mm; Aplicación: Acuicultura y laboratorio","camarones; general; acuicultura; equipos; prilabsa","2025-07-19T17:20:19.870574"
"88","88","EQ015","AMMO LOCK","equipos","General","ammo-lock","/assets/images/productos/equipos/EQ015.png","/assets/pdfs/productos/equipos/EQ015_AMMO_LOCK_ficha.pdf","Desintoxicante que neutraliza el amonio tóxico en cultivos acuícolas.","El amonio es un compuesto tóxico para los cultivos acuícolas porque ocasiona daños severos en las branquias, problemas en la osmorregulación, desgaste en los tejidos, disminución de la tasa de crecimiento e incluso mortalidades. AMMO LOCK es un desintoxicante que tiene la capacidad de convertir el amonio en una forma no tóxica y evitar perjuicios por este compuesto dentro del estanque.","PRILABSA","InStock","false","desintoxicante; amonio; tratamiento; agua; acuicultura; seguridad","Convierte el amonio tóxico en forma no tóxica; Previene daños severos en las branquias; Evita problemas de osmorregulación; Actúa contrarrestando el efecto de cloro y cloraminas; Avalado por la Universidad de Georgia, Escuela de Medicina Veterinaria","Líquido concentrado; Envases de 16 oz; Fácil dosificación; Larga vida útil","Dosis para 10 galones: 5 mL; Dosis para 1 tonelada: 125 mL; Presentación: Líquido en envases de 16 oz; Función Principal: Conversión de amonio a forma no tóxica; Función Secundaria: Neutralización de cloro y cloraminas; Validación: Universidad de Georgia, Escuela de Medicina Veterinaria","ammo lock; desintoxicante amonio; acuicultura; neutralizador amonio; tratamiento agua; branquias; PRILABSA","2025-07-19T17:20:19.872565"
"89","89","EQ032","CÁMARA NEUBAUER","equipos","Opticos","camara-neubauer","/assets/images/productos/equipos/EQ032.png","/assets/pdfs/productos/equipos/EQ032_CAMARA_NEUBAUER_ficha.pdf","Hemocitómetro para recuento de esporas y células en medio líquido.","Cámara de Neubauer o hemocitómetro es un instrumento para realizar el recuento de esporas y células en un medio líquido. Esta cámara de recuento está adaptada al microscopio de campo claro o al de contraste de fases. Se cubre la cámara con un cubreobjetos que se adhiere por simple tensión superficial (en especial una vez que se haya añadido la muestra líquida).","PRILABSA","InStock","false","hemocitómetro; recuento; células; microscopía; laboratorio; análisis","Recuento preciso de esporas y células en medio líquido; Compatible con microscopio de campo claro o contraste de fases; Fácil adhesión del cubreobjetos por tensión superficial; Cálculo estandarizado para concentración celular","Cámara de recuento estándar; Compatible con cubreobjetos estándar; Adaptada para microscopía óptica; Incluye instrucciones de uso","Función: Recuento de esporas y células en medio líquido; Compatibilidad: Microscopio de campo claro o contraste de fases; Cálculo: Partículas/μl = (partículas contadas) / [superficie contada (mm²) × profundidad (mm)] × dilución; Cubreobjetos: Se adhiere por tensión superficial; Tipo: Cámara de recuento estándar","cámara neubauer; hemocitómetro; recuento celular; microscopía; laboratorio; esporas; células; PRILABSA","2025-07-19T17:20:19.902710"
"90","90","EQ033","TIRILLAS pH","equipos","Medidores","tirillas-ph","/assets/images/productos/equipos/EQ033.png","","Tirillas indicadoras de pH para medición rápida del nivel de acidez.","Tirillas indicadoras de pH para medición rápida y precisa del nivel de acidez en agua. Con rango de medición pH 4.5 - 10.0, son ideales para monitoreo continuo en sistemas de acuicultura y laboratorio.","PRILABSA","InStock","false","equipos; acuicultura; prilabsa; medidores","Medición rápida y precisa de pH; Rango amplio de medición 4.5-10.0; Fácil lectura por comparación colorimétrica; Ideal para monitoreo continuo en acuicultura","Tirillas en envase de plástico protectivo; Rango pH: 4.5 - 10.0","Rango pH: 4.5 - 10.0; Tipo: Tirillas indicadoras; Aplicación: Acuicultura y laboratorio; Envase: Plástico protectivo; Lectura: Inmediata por comparación colorimétrica","camarones; acuicultura; equipos; prilabsa; medidores","2025-07-19T17:20:20.033835"
"91","91","EQ034","CÁMARA SEDGEWICK","equipos","Opticos","camara-sedgewick","/assets/images/productos/equipos/EQ034.png","/assets/pdfs/productos/equipos/EQ034_CAMARA_SEDGEWICK_ficha.pdf","Cámara de recuento para partículas y microorganismos en líquidos.","Cámara de recuento Sedgewick Rafter para contar partículas y microorganismos en 1 ml de agua u otros líquidos transparentes. La cámara de 50 x 20 x 1 mm (= 1 cm³) es graduada con un retículo de 1 mm que subdivide 1 ml en 1000 μl. Es apta para el uso con microscopios convencionales y microscopios invertidos.","PRILABSA","InStock","false","sedgewick; recuento; microorganismos; plancton; microscopía; análisis","Diseñada para facilitar el recuento de grandes cantidades de zooplancton; Pequeño tamaño apto para microscopio estereoscópico; Retículo graduado para precisión en el recuento; Compatible con microscopios convencionales e invertidos; Ideal para métodos APHA y análisis de especies de plancton","Cámara de recuento de 1 cm³; Incluye cubreobjetos; Retículo graduado integrado; Compatible con múltiples tipos de microscopio","Dimensiones cámara: 50 x 20 x 1 mm (= 1 cm³); Retículo: Graduado con retículo de 1 mm; Subdivisión: 1 ml dividido en 1000 μl; Cubreobjetos: Aprox. 60 x 30 x 1 mm incluido; Compatibilidad: Microscopios convencionales e invertidos; Uso adicional: Compatible con micrómetros oculares","cámara sedgewick; sedgewick rafter; recuento microorganismos; plancton; microscopía; retículo; laboratorio; PRILABSA","2025-07-19T17:20:19.899669"
"92","92","EQ035","BLOWERS GAST","equipos","Aireacion","blowers-gast","/assets/images/productos/equipos/EQ035.png","/assets/pdfs/productos/equipos/EQ035_BLOWERS_GAST_ficha.pdf","Sopladores GAST con modelos de motor estándar para aireación.","Sopladores GAST con modelos de motor estándar diseñados para aplicaciones de aireación en acuicultura. Construcción robusta de aluminio y hierro fundido con nueva grasa de poliurea que extiende la vida del rodamiento y ofrece resistencia superior al lavado, oxidación y corrosión.","PRILABSA","InStock","false","equipos; acuicultura; prilabsa; aireacion","Construcción robusta de aluminio y hierro fundido; Nueva grasa de poliurea que extiende la vida del rodamiento; Resistencia superior al lavado, oxidación y corrosión; Motores multi-voltaje a prueba de explosiones","Diferentes modelos con motor estándar; Disponible bajo pedido específico","Tipo de motor: Motor estándar multi-voltaje; Construcción: Aluminio y hierro fundido; Protección: A prueba de explosiones; Lubricación: Grasa de poliurea de larga duración; Resistencia: Superior al lavado, oxidación y corrosión","aireacion; camarones; acuicultura; equipos; prilabsa","2025-07-19T17:20:19.887365"
"93","93","EQ036","BLOWERS ALL STAR","equipos","Aireacion","blowers-all-star","/assets/images/productos/equipos/EQ036.png","/assets/pdfs/productos/equipos/EQ036_BLOWERS_ALL_STAR_ficha.pdf","Sopladores ALL STAR de alta eficiencia para aireación.","Sopladores ALL STAR diseñados para aplicaciones de aireación en acuicultura con rendimiento de alta eficiencia. Equipados con motor AC de jaula de 2 polos IP 54 TEFC (Totalmente Cerrado Enfriado por Ventilador) y aislamiento clase H para máxima durabilidad.","PRILABSA","InStock","false","equipos; acuicultura; prilabsa; aireacion","Rendimiento de alta eficiencia; Motor AC de jaula de 2 polos IP 54 TEFC; Aislamiento clase H para máxima durabilidad; Diseño totalmente cerrado enfriado por ventilador","Diferentes modelos de alta eficiencia; Disponible bajo pedido específico","Tipo de motor: AC de jaula de 2 polos IP 54 TEFC; Aislamiento: Clase H; Rendimiento: Alta eficiencia; Protección: IP 54 - Totalmente cerrado; Enfriamiento: Enfriado por ventilador (TEFC)","aireacion; camarones; acuicultura; equipos; prilabsa","2025-07-19T17:20:19.893701"
"94","94","EQ037","PIEDRAS DIFUSORAS","equipos","Aireacion","piedras-difusoras","/assets/images/productos/equipos/EQ037.png","/assets/pdfs/productos/equipos/EQ037_PIEDRAS_DIFUSORAS_ficha.pdf","Difusores de aire cerámicos para emisión homogénea de burbujas.","Los difusores de aire son ideales para producir una emisión homogénea de pequeñas burbujas en su acuario de agua dulce o salada. Con estos difusores podrá crear columnas de burbujas sin necesitar una gran presión por parte de la bomba de aire, gracias a su estructura cerámica muy porosa.","PRILABSA","InStock","false","equipos; acuicultura; prilabsa; aireacion","Flotabilidad negativa - se mantienen en el fondo sin lastre; Estructura cerámica muy porosa para máxima eficiencia; No requieren gran presión de la bomba de aire; Químicamente inertes al agua - no alteran la química","Piedras difusoras AS15S; Piedras difusoras AS3 (5x2.5x4); Piedras difusoras AS8L (8x4x4); Bubblemac Barb #0020; Bubblemac Barb #0030; Bubblemac Barb #0020F","Material: Polímeros plásticos y cerámica de alta calidad; Propiedades químicas: Químicamente inertes al agua; Modelos: Tres modelos rectangulares disponibles; Conexión: Diámetro estándar para manguera de 4/6 mm; Flotabilidad: Negativa - se mantienen en el fondo","aireacion; camarones; acuicultura; equipos; prilabsa","2025-07-19T17:20:19.890420"
"95","95","EQ039","BOLSO FILTRANTES DE POLIPROPILENO","equipos","Filtros","bolso-filtrantes-de-polipropileno","/assets/images/productos/equipos/EQ039.png","/assets/pdfs/productos/equipos/EQ039_BOLSO_FILTRANTES_DE_POLIPROPILENO_ficha.pdf","Bolsas filtrantes de polipropileno para filtración de líquidos.","El proceso de líquidos con bolsas filtrantes funciona como un filtro de profundidad y es muy recomendable para filtrar líquidos con un gran número de partículas sólidas o gelatinosas. En un filtro de profundidad, el área disponible para la retención de sólidos no es solo la superficie del elemento de filtro, también actúa el grosor del medio filtrante a través del cual se pasa.","PRILABSA","InStock","false","filtros; bolsas; polipropileno; filtración; industrial; líquidos","Alta capacidad de retención de partículas y alto flujo; Solución económica para muchas aplicaciones de filtración de líquidos; Funciona como filtro de profundidad para máxima eficiencia; Amplia compatibilidad química; Disponible en múltiples clasificaciones de micras","Bolso filtrante corto 1 micra; Bolso filtrante largo 1 micra; Bolso filtrante corto 5 micras; Bolso filtrante largo 5 micras; Bolso filtrante largo 10 micras; Bolso filtrante largo 50 micras","Material: Polipropileno; Clasificaciones: 1 - 5 - 10 - 50 micras; Capacidad: Alta capacidad de retención; Compatibilidad: Amplia compatibilidad química; Tipo filtro: Filtro de profundidad; Ventaja principal: Alta capacidad de retención y alto flujo","bolsas filtrantes; polipropileno; filtros; filtración; alta capacidad; partículas sólidas; industrial; PRILABSA","2025-07-19T17:20:19.895942"
"96","96","EQ013","MANGUERA DE VINIL TRANSPARENTE","equipos","Accesorios","manguera-de-vinil-transparente","/assets/images/productos/equipos/EQ013.png","/assets/pdfs/productos/equipos/EQ013_MANGUERA_DE_VINIL_TRANSPARENTE_ficha.pdf","Manguera de vinil transparente aprobada por FDA.","Manguera de vinil transparente aprobada por la FDA, de muy alta calidad con un diámetro ligeramente más grande y pared más pesada que la tubería de acuario. Este tubo tiene una capacidad nominal de 36 psi a 22 °C (72 °F), ideal para aplicaciones en acuicultura y sistemas de agua.","PRILABSA","InStock","false","manguera; vinil; transparente; FDA; acuario; tubería","Aprobado por la FDA para uso en sistemas de agua; Muy alta calidad con pared más pesada que tubería estándar; Diámetro optimizado para aplicaciones de acuicultura; Capacidad nominal de 36 psi a temperatura ambiente; Transparente para fácil inspección visual del flujo","Rollos de 31 metros; Material transparente; Aprobado por FDA; Alta resistencia","Modelo: TP30HD; Longitud: 100 pies; Diámetro interior: 3/16 pulgadas; Diámetro exterior: 5/16 pulgadas; Presión: 40 PSI; Capacidad nominal: 36 psi a 22 °C (72 °F)","manguera vinil; transparente; FDA; acuicultura; tubería; 40 PSI; alta calidad; PRILABSA","2025-07-19T17:20:20.024307"
